date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:25:56	544/544	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Apr%202021%2000:01:02%20GMT	https://banca.windstripedesign.ro/images/feature/shape-15.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-15.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:25:56	619/619	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Apr%202021%2000:03:36%20GMT	https://banca.windstripedesign.ro/images/feature/shape-11.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-11.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:25:57	214/214	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Apr%202021%2000:00:06%20GMT	https://banca.windstripedesign.ro/images/feature/shape-5.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-5.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:25:57	1159/1159	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Apr%202021%2009:50:10%20GMT	https://banca.windstripedesign.ro/images/feature/icon-6.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/icon-6.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:25:58	745/745	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Apr%202021%2000:01:36%20GMT	https://banca.windstripedesign.ro/images/feature/shape-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-1.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:25:59	525/525	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Apr%202021%2000:01:30%20GMT	https://banca.windstripedesign.ro/images/feature/shape-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-2.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:25:59	481/481	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Apr%202021%2000:03:44%20GMT	https://banca.windstripedesign.ro/images/feature/shape-9.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/shape-9.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:00	1113/1113	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Apr%202021%2009:50:14%20GMT	https://banca.windstripedesign.ro/images/feature/icon-7.png	D:/themebank/bank/banca.windstripedesign.ro/images/feature/icon-7.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:01	13262/13262	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2009%20Jun%202021%2009:51:22%20GMT	https://banca.windstripedesign.ro/images/corporate-finance/icon-5.svg	D:/themebank/bank/banca.windstripedesign.ro/images/corporate-finance/icon-5.svg	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:02	6529/6529	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2009%20Jun%202021%2009:48:46%20GMT	https://banca.windstripedesign.ro/images/corporate-finance/icon-2.svg	D:/themebank/bank/banca.windstripedesign.ro/images/corporate-finance/icon-2.svg	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:02	5110/5110	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2009%20Jun%202021%2009:48:56%20GMT	https://banca.windstripedesign.ro/images/corporate-finance/icon-3.svg	D:/themebank/bank/banca.windstripedesign.ro/images/corporate-finance/icon-3.svg	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:03	3777/3777	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2009%20Jun%202021%2009:49:10%20GMT	https://banca.windstripedesign.ro/images/corporate-finance/icon-4.svg	D:/themebank/bank/banca.windstripedesign.ro/images/corporate-finance/icon-4.svg	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:03	1611/1611	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Apr%202021%2009:51:12%20GMT	https://banca.windstripedesign.ro/images/how-works/icon-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/how-works/icon-1.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:04	1933/1933	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Apr%202021%2009:51:14%20GMT	https://banca.windstripedesign.ro/images/how-works/icon-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/how-works/icon-2.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:05	481/481	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:58:30%20GMT	https://banca.windstripedesign.ro/images/security-tips/shape-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/security-tips/shape-1.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:05	536/536	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:58:10%20GMT	https://banca.windstripedesign.ro/images/security-tips/shape-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/security-tips/shape-2.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:06	421/421	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:58:14%20GMT	https://banca.windstripedesign.ro/images/security-tips/shape-3.png	D:/themebank/bank/banca.windstripedesign.ro/images/security-tips/shape-3.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:06	921/921	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:58:20%20GMT	https://banca.windstripedesign.ro/images/security-tips/shape-4.png	D:/themebank/bank/banca.windstripedesign.ro/images/security-tips/shape-4.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:07	619/619	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:58:24%20GMT	https://banca.windstripedesign.ro/images/security-tips/shape-5.png	D:/themebank/bank/banca.windstripedesign.ro/images/security-tips/shape-5.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:07	908/908	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:58:04%20GMT	https://banca.windstripedesign.ro/images/security-tips/shape-6.png	D:/themebank/bank/banca.windstripedesign.ro/images/security-tips/shape-6.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:08	2067/2067	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:57:52%20GMT	https://banca.windstripedesign.ro/images/security-tips/shape-7.png	D:/themebank/bank/banca.windstripedesign.ro/images/security-tips/shape-7.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:08	2003/2003	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:57:46%20GMT	https://banca.windstripedesign.ro/images/security-tips/shape-8.png	D:/themebank/bank/banca.windstripedesign.ro/images/security-tips/shape-8.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:09	1173/1173	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Apr%202021%2009:51:50%20GMT	https://banca.windstripedesign.ro/images/security-tips/security-priority.png	D:/themebank/bank/banca.windstripedesign.ro/images/security-tips/security-priority.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:10	23333/23333	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Apr%202021%2009:52:04%20GMT	https://banca.windstripedesign.ro/images/faq/illustration.png	D:/themebank/bank/banca.windstripedesign.ro/images/faq/illustration.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:10	619/619	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:58:24%20GMT	https://banca.windstripedesign.ro/images/cta/icon-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/cta/icon-1.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:11	364/364	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:56:34%20GMT	https://banca.windstripedesign.ro/images/cta/icon-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/cta/icon-2.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:11	2113/2113	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:56:52%20GMT	https://banca.windstripedesign.ro/images/cta/icon-3.png	D:/themebank/bank/banca.windstripedesign.ro/images/cta/icon-3.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:12	1382/1382	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:57:00%20GMT	https://banca.windstripedesign.ro/images/cta/icon-4.png	D:/themebank/bank/banca.windstripedesign.ro/images/cta/icon-4.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:13	1381/1381	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:56:44%20GMT	https://banca.windstripedesign.ro/images/cta/icon-5.png	D:/themebank/bank/banca.windstripedesign.ro/images/cta/icon-5.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:13	479/479	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Apr%202021%2023:56:38%20GMT	https://banca.windstripedesign.ro/images/cta/icon-6.png	D:/themebank/bank/banca.windstripedesign.ro/images/cta/icon-6.png	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:14	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2019%20Mar%202026%2014:26:14%20GMT	https://banca.windstripedesign.ro/index.php	D:/themebank/bank/banca.windstripedesign.ro/index.php	(from https://banca.windstripedesign.ro/en/home/demo-02)
21:26:14	2178/2178	---MCZ	200	added ('OK')	text/css	date:Thu,%2004%20Jan%202024%2016:50:16%20GMT	https://banca.windstripedesign.ro/components/com_sppagebuilder/assets/css/jquery.bxslider.min.css	D:/themebank/bank/banca.windstripedesign.ro/components/com_sppagebuilder/assets/css/jquery.bxslider.min.css	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:15	3962/3962	---MCZ	200	added ('OK')	text/css	date:Mon,%2004%20Apr%202022%2014:32:12%20GMT	https://banca.windstripedesign.ro/templates/banca/css/presets/preset10.css	D:/themebank/bank/banca.windstripedesign.ro/templates/banca/css/presets/preset10.css	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:15	17017/17017	---M--	200	added ('OK')	image/png	date:Thu,%2027%20May%202021%2006:12:26%20GMT	https://banca.windstripedesign.ro/images/banner/bg-img.png	D:/themebank/bank/banca.windstripedesign.ro/images/banner/bg-img.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:16	23306/23306	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2004%20Jan%202024%2016:50:16%20GMT	https://banca.windstripedesign.ro/components/com_sppagebuilder/assets/js/jquery.bxslider.min.js	D:/themebank/bank/banca.windstripedesign.ro/components/com_sppagebuilder/assets/js/jquery.bxslider.min.js	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:16	3985/3985	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Jun%202021%2000:47:10%20GMT	https://banca.windstripedesign.ro/images/logo/Logo-3@2x.png	D:/themebank/bank/banca.windstripedesign.ro/images/logo/Logo-3@2x.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:17	11864/11864	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Apr%202021%2000:21:58%20GMT	https://banca.windstripedesign.ro/images/footer/footer-bg.png	D:/themebank/bank/banca.windstripedesign.ro/images/footer/footer-bg.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:18	13643/13643	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2022:23:42%20GMT	https://banca.windstripedesign.ro/images/banner/Logo-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/banner/Logo-1.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:18	14511/14511	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2022:23:38%20GMT	https://banca.windstripedesign.ro/images/banner/Logo-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/banner/Logo-2.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:19	15577/15577	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2022:23:32%20GMT	https://banca.windstripedesign.ro/images/banner/Logo-3.png	D:/themebank/bank/banca.windstripedesign.ro/images/banner/Logo-3.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:19	14612/14612	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2022:23:26%20GMT	https://banca.windstripedesign.ro/images/banner/Logo-4.png	D:/themebank/bank/banca.windstripedesign.ro/images/banner/Logo-4.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:20	17300/17300	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2022:23:10%20GMT	https://banca.windstripedesign.ro/images/banner/Logo-5.png	D:/themebank/bank/banca.windstripedesign.ro/images/banner/Logo-5.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:21	13699/13699	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2022:23:20%20GMT	https://banca.windstripedesign.ro/images/banner/Logo-6.png	D:/themebank/bank/banca.windstripedesign.ro/images/banner/Logo-6.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:22	6286/6286	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2002%20May%202021%2009:29:40%20GMT	https://banca.windstripedesign.ro/images/banner/icon-1.svg	D:/themebank/bank/banca.windstripedesign.ro/images/banner/icon-1.svg	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:23	4488/4488	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2002%20May%202021%2009:29:50%20GMT	https://banca.windstripedesign.ro/images/banner/icon-2.svg	D:/themebank/bank/banca.windstripedesign.ro/images/banner/icon-2.svg	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:24	24351/24351	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2002%20May%202021%2009:30:00%20GMT	https://banca.windstripedesign.ro/images/banner/icon-3.svg	D:/themebank/bank/banca.windstripedesign.ro/images/banner/icon-3.svg	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:24	10406/10406	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2002%20May%202021%2009:29:54%20GMT	https://banca.windstripedesign.ro/images/banner/icon-4.svg	D:/themebank/bank/banca.windstripedesign.ro/images/banner/icon-4.svg	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:25	6279/6279	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2003%20May%202021%2009:44:48%20GMT	https://banca.windstripedesign.ro/images/feature/icon-1.svg	D:/themebank/bank/banca.windstripedesign.ro/images/feature/icon-1.svg	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:25	16225/16225	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2003%20May%202021%2009:44:54%20GMT	https://banca.windstripedesign.ro/images/feature/icon-2.svg	D:/themebank/bank/banca.windstripedesign.ro/images/feature/icon-2.svg	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:26	9544/9544	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2003%20May%202021%2009:45:02%20GMT	https://banca.windstripedesign.ro/images/feature/icon-3.svg	D:/themebank/bank/banca.windstripedesign.ro/images/feature/icon-3.svg	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:27	10119/10119	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2003%20May%202021%2009:45:08%20GMT	https://banca.windstripedesign.ro/images/feature/icon-4.svg	D:/themebank/bank/banca.windstripedesign.ro/images/feature/icon-4.svg	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:27	231487/231487	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Apr%202021%2012:41:46%20GMT	https://banca.windstripedesign.ro/images/banner/person.png	D:/themebank/bank/banca.windstripedesign.ro/images/banner/person.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:28	317800/317800	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2023:34:02%20GMT	https://banca.windstripedesign.ro/images/track-progress/shape-bg.png	D:/themebank/bank/banca.windstripedesign.ro/images/track-progress/shape-bg.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:28	105809/105809	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2009:41:08%20GMT	https://banca.windstripedesign.ro/images/track-progress/track-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/track-progress/track-1.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:28	34595/34595	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2009:41:16%20GMT	https://banca.windstripedesign.ro/images/track-progress/track-3.png	D:/themebank/bank/banca.windstripedesign.ro/images/track-progress/track-3.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:29	103911/103911	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2009:41:40%20GMT	https://banca.windstripedesign.ro/images/track-progress/track-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/track-progress/track-2.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:30	274436/274436	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2009:44:48%20GMT	https://banca.windstripedesign.ro/images/card-payment/shape-bg.png	D:/themebank/bank/banca.windstripedesign.ro/images/card-payment/shape-bg.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:30	121142/121142	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2009:43:56%20GMT	https://banca.windstripedesign.ro/images/card-payment/card-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/card-payment/card-1.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:32	80689/80689	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2023:53:56%20GMT	https://banca.windstripedesign.ro/images/card-payment/card-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/card-payment/card-2.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:33	394056/394056	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2023:57:06%20GMT	https://banca.windstripedesign.ro/images/internet-banking/shape-bg.png	D:/themebank/bank/banca.windstripedesign.ro/images/internet-banking/shape-bg.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:33	119715/119715	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2023:55:10%20GMT	https://banca.windstripedesign.ro/images/internet-banking/img-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/internet-banking/img-1.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:33	26585/26585	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2023:54:58%20GMT	https://banca.windstripedesign.ro/images/internet-banking/img-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/internet-banking/img-2.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:35	28935/28935	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2023:55:04%20GMT	https://banca.windstripedesign.ro/images/internet-banking/img-3.png	D:/themebank/bank/banca.windstripedesign.ro/images/internet-banking/img-3.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:36	55610/55610	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Apr%202021%2023:55:26%20GMT	https://banca.windstripedesign.ro/images/internet-banking/info.png	D:/themebank/bank/banca.windstripedesign.ro/images/internet-banking/info.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:37	264152/264152	---M--	200	added ('OK')	image/png	date:Tue,%2004%20May%202021%2023:50:12%20GMT	https://banca.windstripedesign.ro/images/security-tips/img-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/security-tips/img-1.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:37	107587/107587	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2009:46:56%20GMT	https://banca.windstripedesign.ro/images/security-tips/img-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/security-tips/img-2.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:37	93819/93819	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2009:47:02%20GMT	https://banca.windstripedesign.ro/images/security-tips/img-3.png	D:/themebank/bank/banca.windstripedesign.ro/images/security-tips/img-3.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:38	10975/10975	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2009:47:22%20GMT	https://banca.windstripedesign.ro/images/client/client-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/client/client-1.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:38	11353/11353	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2009:47:26%20GMT	https://banca.windstripedesign.ro/images/client/client-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/client/client-2.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:39	9850/9850	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2009:47:32%20GMT	https://banca.windstripedesign.ro/images/client/client-3.png	D:/themebank/bank/banca.windstripedesign.ro/images/client/client-3.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:40	100794/100794	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:26:40%20GMT	https://banca.windstripedesign.ro/en/blog-listing/loan/what-credit-limit-should-i-request	D:/themebank/bank/banca.windstripedesign.ro/en/blog-listing/loan/what-credit-limit-should-i-request.html	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:41	109116/109116	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2009:49:10%20GMT	https://banca.windstripedesign.ro/images/blog/news-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/blog/news-1.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:42	93322/93322	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Mar%202026%2006:04:36%20GMT	https://banca.windstripedesign.ro/en/blog-listing/loan	D:/themebank/bank/banca.windstripedesign.ro/en/blog-listing/loan.html	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:42	100768/100768	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2007:24:41%20GMT	https://banca.windstripedesign.ro/en/blog-listing/loan/which-bank-account-should-i-open	D:/themebank/bank/banca.windstripedesign.ro/en/blog-listing/loan/which-bank-account-should-i-open.html	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:43	133011/133011	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2009:49:08%20GMT	https://banca.windstripedesign.ro/images/blog/news-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/blog/news-2.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:44	100932/100932	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:26:43%20GMT	https://banca.windstripedesign.ro/en/blog-listing/loan/banking-basics-get-to-know-your-bank-account	D:/themebank/bank/banca.windstripedesign.ro/en/blog-listing/loan/banking-basics-get-to-know-your-bank-account.html	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:45	100974/100974	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Mar%202026%2007:22:47%20GMT	https://banca.windstripedesign.ro/en/blog-listing/loan/banking-basics-get-to-know-your-bank-account-2	D:/themebank/bank/banca.windstripedesign.ro/en/blog-listing/loan/banking-basics-get-to-know-your-bank-account-2.html	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:45	140583/140583	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2009:49:14%20GMT	https://banca.windstripedesign.ro/images/blog/news-3.png	D:/themebank/bank/banca.windstripedesign.ro/images/blog/news-3.png	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:46	100776/100776	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:26:45%20GMT	https://banca.windstripedesign.ro/en/blog-listing/loan/which-bank-account-should-i-open-2	D:/themebank/bank/banca.windstripedesign.ro/en/blog-listing/loan/which-bank-account-should-i-open-2.html	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:47	100808/100808	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2014:26:47%20GMT	https://banca.windstripedesign.ro/en/blog-listing/loan/what-credit-limit-should-i-request-2	D:/themebank/bank/banca.windstripedesign.ro/en/blog-listing/loan/what-credit-limit-should-i-request-2.html	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Mar%202026%2014:26:47%20GMT	https://banca.windstripedesign.ro/index.php	D:/themebank/bank/banca.windstripedesign.ro/index.php	(from https://banca.windstripedesign.ro/en/home/demo-03)
21:26:49	2197/2197	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Apr%202021%2000:06:42%20GMT	https://banca.windstripedesign.ro/images/steps/icon-1.png	D:/themebank/bank/banca.windstripedesign.ro/images/steps/icon-1.png	(from https://banca.windstripedesign.ro/en/loan/get-loan)
21:26:49	2202367/2202367	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Apr%202021%2000:10:04%20GMT	https://banca.windstripedesign.ro/images/banner/loan-banner.png	D:/themebank/bank/banca.windstripedesign.ro/images/banner/loan-banner.png	(from https://banca.windstripedesign.ro/en/loan/get-loan)
21:26:50	1050/1050	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Apr%202021%2000:06:46%20GMT	https://banca.windstripedesign.ro/images/steps/icon-2.png	D:/themebank/bank/banca.windstripedesign.ro/images/steps/icon-2.png	(from https://banca.windstripedesign.ro/en/loan/get-loan)
21:26:50	2019/2019	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Apr%202021%2000:06:52%20GMT	https://banca.windstripedesign.ro/images/steps/icon-3.png	D:/themebank/bank/banca.windstripedesign.ro/images/steps/icon-3.png	(from https://banca.windstripedesign.ro/en/loan/get-loan)
21:26:51	1600/1600	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Apr%202021%2001:12:00%20GMT	https://banca.windstripedesign.ro/images/apply-loan/icon-1.1.png	D:/themebank/bank/banca.windstripedesign.ro/images/apply-loan/icon-1.1.png	(from https://banca.windstripedesign.ro/en/loan/get-loan)
21:26:51	1665/1665	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Apr%202021%2000:07:02%20GMT	https://banca.windstripedesign.ro/images/apply-loan/icon-2.1.png	D:/themebank/bank/banca.windstripedesign.ro/images/apply-loan/icon-2.1.png	(from https://banca.windstripedesign.ro/en/loan/get-loan)
21:26:53	1500/1500	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Apr%202021%2000:07:04%20GMT	https://banca.windstripedesign.ro/images/apply-loan/icon-3.1.png	D:/themebank/bank/banca.windstripedesign.ro/images/apply-loan/icon-3.1.png	(from https://banca.windstripedesign.ro/en/loan/get-loan)
21:26:53	518/518	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Apr%202021%2010:02:32%20GMT	https://banca.windstripedesign.ro/images/steps/sheild.png	D:/themebank/bank/banca.windstripedesign.ro/images/steps/sheild.png	(from https://banca.windstripedesign.ro/en/loan/get-loan)
21:26:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Mar%202026%2014:26:54%20GMT	https://banca.windstripedesign.ro/index.php/loan/loan-application	D:/themebank/bank/banca.windstripedesign.ro/index.php/loan/loan-application	(from https://banca.windstripedesign.ro/en/loan/get-loan)
